weekdate,position,artist,track
2019-08-30,7,JOEL CORRY,SORRY
2019-08-30,8,SAM SMITH,HOW DO YOU SLEEP
2019-08-30,9,LIL TECCA,RANSOM
2019-08-30,10,MIST FT FREDO,SO HIGH
2019-08-30,11,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-08-30,12,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-08-30,13,MABEL,MAD LOVE
2019-08-30,14,TAYLOR SWIFT,LOVER
2019-08-30,15,POST MALONE FT YOUNG THUG,GOODBYES
2019-08-30,16,ARIANA GRANDE & SOCIAL HOUSE,BOYFRIEND
2019-08-30,17,FREYA RIDINGS,CASTLES
2019-08-30,18,HEADIE ONE,BOTH
2019-08-30,19,JORJA SMITH FT BURNA BOY,BE HONEST
2019-08-30,20,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE
2019-08-30,21,TAYLOR SWIFT,THE MAN
2019-08-30,22,LIL NAS X,OLD TOWN ROAD
2019-08-30,23,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-08-30,24,JAX JONES & BEBE REXHA,HARDER
2019-08-30,25,TIESTO/JONAS BLUE/RITA ORA,RITUAL
2019-08-30,26,SAM FELDT FT RANI,POST MALONE
2019-08-30,27,TAYLOR SWIFT,CRUEL SUMMER
2019-08-30,28,BILLIE EILISH,BAD GUY
2019-08-30,29,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-08-30,30,DERMOT KENNEDY,OUTNUMBERED
2019-08-30,31,LIZZO,TRUTH HURTS
2019-08-30,32,KATY PERRY,EVER REALLY OVER
2019-08-30,33,LAUV & ANNE-MARIE,F**K I'M LONELY
2019-08-30,34,SIGALA & BECKY HILL,WISH YOU WELL
2019-08-30,35,NORMANI,MOTIVATION
2019-08-30,36,DRAKE FT RICK ROSS,MONEY IN THE GRAVE
2019-08-30,37,KREPT/KONAN/HEADIE ONE/K-TRAP,I SPY
2019-08-30,38,DAVE FT BURNA BOY,LOCATION
2019-08-30,39,D-BLOCK EUROPE,HOME P*SSY
2019-08-30,40,TONES & I,DANCE MONKEY
2019-08-30,41,WILEY/TORY LANEZ/KRANIUM/DAPPY,MY ONE
2019-08-30,42,ELLIE GOULDING & JUICE WRLD,HATE ME
2019-08-30,43,STORMZY,VOSSI BOP
2019-08-30,44,Y2K & BBNOS,LALALA
2019-08-30,45,REGARD,RIDE IT
2019-08-30,46,5 SECONDS OF SUMMER,TEETH
2019-08-30,47,MEDUZA FT GOODBOYS,PIECE OF YOUR HEART
2019-08-30,48,BECKY HILL & WEISS,I COULD GET USED TO THIS
2019-08-30,49,CHRIS BROWN FT DRAKE,O GUIDANCE
2019-08-30,50,GEORGE EZRA,SHOTGUN
2019-09-06,1,ED SHEERAN FT STORMZY,TAKE ME BACK TO LONDON
2019-09-06,2,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-09-06,3,AITCH,TASTE (MAKE IT SHAKE)
2019-09-06,4,AJ TRACEY,LADBROKE GROVE
2019-09-06,5,DOMINIC FIKE,3 NIGHTS
2019-09-06,6,JOEL CORRY,SORRY
2019-09-06,7,LIL TECCA,RANSOM
2019-09-06,8,SAM SMITH,HOW DO YOU SLEEP
2019-09-06,9,MIST FT FREDO,SO HIGH
2019-09-06,10,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-09-06,11,POST MALONE,CIRCLES
2019-09-06,12,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-09-06,13,HEADIE ONE,BOTH
2019-09-06,14,POST MALONE FT YOUNG THUG,GOODBYES
2019-09-06,15,MABEL,MAD LOVE
2019-09-06,16,SAM FELDT FT RANI,POST MALONE
2019-09-06,17,ARIANA GRANDE & SOCIAL HOUSE,BOYFRIEND
2019-09-06,18,JORJA SMITH FT BURNA BOY,BE HONEST
2019-09-06,19,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-09-06,20,FREYA RIDINGS,CASTLES
2019-09-06,21,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-09-06,22,TAYLOR SWIFT,LOVER
2019-09-06,23,JAX JONES & BEBE REXHA,HARDER
2019-09-06,24,TIESTO/JONAS BLUE/RITA ORA,RITUAL
2019-09-06,25,REGARD,RIDE IT
2019-09-06,26,DERMOT KENNEDY,OUTNUMBERED
2019-09-06,27,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE
2019-09-06,28,TAYLOR SWIFT,REYOU NEED TO CALM DOWN
2019-09-06,29,LIL NAS X,OLD TOWN ROAD
2019-09-06,30,LIZZO,TRUTH HURTS
2019-09-06,31,TONES & I,DANCE MONKEY
2019-09-06,32,LAUV & ANNE-MARIE,F**K I'M LONELY
2019-09-06,33,NORMANI,MOTIVATION
2019-09-06,34,BILLIE EILISH,BAD GUY
2019-09-06,35,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-09-06,36,TAYLOR SWIFT,THE MAN
2019-09-06,37,Y2K & BBNOS,LALALA
2019-09-06,38,SIGALA & BECKY HILL,WISH YOU WELL
2019-09-06,39,KREPT/KONAN/HEADIE ONE/K-TRAP,I SPY
2019-09-06,40,DAVE FT BURNA BOY,LOCATION
2019-09-06,41,D-BLOCK EUROPE,HOME P*SSY
2019-09-06,42,LANA DEL REY,REDOIN' TIME
2019-09-06,43,WILEY/TORY LANEZ/KRANIUM/DAPPY,MY ONE
2019-09-06,44,LANA DEL REY,ORMAN F**KING ROCKWELL
2019-09-06,45,BECKY HILL & WEISS,I COULD GET USED TO THIS
2019-09-06,46,STORMZY,VOSSI BOP
2019-09-06,47,MILEY CYRUS,SLIDE AWAY
2019-09-06,48,SOLARDO & ELI BROWN,XTC
2019-09-06,49,CHRIS BROWN FT DRAKE,O GUIDANCE
2019-09-06,50,ALI GATIE,IT'S YOU
2019-09-13,1,ED SHEERAN FT STORMZY,TAKE ME BACK TO LONDON
2019-09-13,2,AITCH,TASTE (MAKE IT SHAKE)
2019-09-13,3,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-09-13,4,AJ TRACEY,LADBROKE GROVE
2019-09-13,5,POST MALONE,CIRCLES
2019-09-13,6,JOEL CORRY,SORRY
2019-09-13,7,DOMINIC FIKE,3 NIGHTS
2019-09-13,8,LIL TECCA,RANSOM
2019-09-13,9,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-09-13,10,POST MALONE FT YOUNG THUG,GOODBYES
2019-09-13,11,POST MALONE,HOLLYWOOD'S BLEEDING
2019-09-13,12,SAM SMITH,HOW DO YOU SLEEP
2019-09-13,13,HEADIE ONE,BOTH
2019-09-13,14,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-09-13,15,REGARD,RIDE IT
2019-09-13,16,SAM FELDT FT RANI,POST MALONE
2019-09-13,17,MABEL,MAD LOVE
2019-09-13,18,JORJA SMITH FT BURNA BOY,BE HONEST
2019-09-13,19,TONES & I,DANCE MONKEY
2019-09-13,20,STORMZY,SOUNDS OF THE SKENG
2019-09-13,21,AITCH FT ZIEZIE,BUSS DOWN
2019-09-13,22,ARIANA GRANDE & SOCIAL HOUSE,BOYFRIEND
2019-09-13,23,DERMOT KENNEDY,OUTNUMBERED
2019-09-13,24,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-09-13,25,JAX JONES & BEBE REXHA,HARDER
2019-09-13,26,FREYA RIDINGS,CASTLES
2019-09-13,27,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-09-13,28,TIESTO/JONAS BLUE/RITA ORA,RITUAL
2019-09-13,29,LIZZO,TRUTH HURTS
2019-09-13,30,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE
2019-09-13,31,TAYLOR SWIFT,LOVER
2019-09-13,32,LIL NAS X,OLD TOWN ROAD
2019-09-13,33,LAUV & ANNE-MARIE,F**K I'M LONELY
2019-09-13,34,NORMANI,MOTIVATION
2019-09-13,35,MIST FT FREDO,SO HIGH
2019-09-13,36,TAYLOR SWIFT,YOU NEED TO CALM DOWN
2019-09-13,37,BILLIE EILISH,BAD GUY
2019-09-13,38,CAMILA CABELLO,LIAR
2019-09-13,39,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-09-13,40,MILEY CYRUS,SLIDE AWAY
2019-09-13,41,Y2K & BBNOS,LALALA
2019-09-13,42,SIGALA & BECKY HILL,WISH YOU WELL
2019-09-13,43,AITCH FT TYREEZY,ALREADY
2019-09-13,44,KREPT/KONAN/HEADIE ONE/K-TRAP,I SPY
2019-09-13,45,DAVE FT BURNA BOY,LOCATION
2019-09-13,46,MAHALIA FT BURNA BOY,SIMMER
2019-09-13,47,BECKY HILL & WEISS,I COULD GET USED TO THIS
2019-09-13,48,PROFESSOR GREEN/ALICE CHATER,GOT IT ALL
2019-09-13,49,WILEY/TORY LANEZ/KRANIUM/DAPPY,MY ONE
2019-09-13,50,CAMILA CABELLO,SHAMELESS
2019-09-20,1,ED SHEERAN FT STORMZY,TAKE ME BACK TO LONDON
2019-09-20,2,GRANDE/CYRUS/LANA DEL REY,DON'T CALL ME ANGEL (CHARLIE'S ANGELS)
2019-09-20,3,AITCH,TASTE (MAKE IT SHAKE)
2019-09-20,4,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-09-20,5,AJ TRACEY,LADBROKE GROVE
2019-09-20,6,JOEL CORRY,SORRY
2019-09-20,7,DOMINIC FIKE,3 NIGHTS
2019-09-20,8,POST MALONE,CIRCLES
2019-09-20,9,LIL TECCA,RANSOM
2019-09-20,10,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-09-20,11,REGARD,RIDE IT
2019-09-20,12,SAM SMITH,HOW DO YOU SLEEP
2019-09-20,13,HEADIE ONE,BOTH
2019-09-20,14,TONES & I,DANCE MONKEY
2019-09-20,15,POST MALONE FT YOUNG THUG,GOODBYES
2019-09-20,16,D-BLOCK EUROPE FT LIL BABY,OOKIE
2019-09-20,17,SAM FELDT FT RANI,POST MALONE
2019-09-20,18,JORJA SMITH FT BURNA BOY,BE HONEST
2019-09-20,19,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-09-20,20,DERMOT KENNEDY,OUTNUMBERED
2019-09-20,21,MABEL,MAD LOVE
2019-09-20,22,POST MALONE/OSBOURNE/SCOTT,TAKE WHAT YOU WANT
2019-09-20,23,LIL NAS X,PANINI
2019-09-20,24,DAVE,PROFESSOR X
2019-09-20,25,ARIANA GRANDE & SOCIAL HOUSE,BOYFRIEND
2019-09-20,26,JAX JONES & BEBE REXHA,HARDER
2019-09-20,27,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-09-20,28,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-09-20,29,FREYA RIDINGS,CASTLES
2019-09-20,30,LIZZO,TRUTH HURTS
2019-09-20,31,STORMZY,SOUNDS OF THE SKENG
2019-09-20,32,NORMANI,MOTIVATION
2019-09-20,33,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE
2019-09-20,34,LAUV & ANNE-MARIE,F**K I'M LONELY
2019-09-20,35,AITCH FT ZIEZIE,BUSS DOWN
2019-09-20,36,TIESTO/JONAS BLUE/RITA ORA,RITUAL
2019-09-20,37,STORMZY,WILEY FLOW
2019-09-20,38,LIL NAS X,OLD TOWN ROAD
2019-09-20,39,CAMILA CABELLO,LIAR
2019-09-20,40,Y2K & BBNOS,LALALA
2019-09-20,41,BILLIE EILISH,BAD GUY
2019-09-20,42,TAYLOR SWIFT,LOVER
2019-09-20,43,SAM FENDER,WILL WE TALK
2019-09-20,44,MIST FT FREDO,SO HIGH
2019-09-20,45,TAYLOR SWIFT,YOU NEED TO CALM DOWN
2019-09-20,46,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-09-20,47,MILEY CYRUS,SLIDE AWAY
2019-09-20,48,SAM FENDER,HYPERSONIC MISSILES
2019-09-20,49,DAVE FT BURNA BOY,LOCATION
2019-09-20,50,SIGALA & BECKY HILL,WISH YOU WELL
2019-09-27,1,ED SHEERAN FT STORMZY,TAKE ME BACK TO LONDON
2019-09-27,2,AITCH,TASTE (MAKE IT SHAKE)
2019-09-27,3,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-09-27,4,AJ TRACEY,LADBROKE GROVE
2019-09-27,5,REGARD,RIDE IT
2019-09-27,6,JOEL CORRY,SORRY
2019-09-27,7,TONES & I,DANCE MONKEY
2019-09-27,8,DOMINIC FIKE,3 NIGHTS
2019-09-27,9,POST MALONE,CIRCLES
2019-09-27,10,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-09-27,11,LIL TECCA,RANSOM
2019-09-27,12,GRANDE/CYRUS/LANA DEL REY,DON'T CALL ME ANGEL (CHARLIE'S ANGELS)
2019-09-27,13,SAM SMITH,HOW DO YOU SLEEP
2019-09-27,14,HEADIE ONE,BOTH
2019-09-27,15,SAM FELDT FT RANI,POST MALONE
2019-09-27,16,JORJA SMITH FT BURNA BOY,BE HONEST
2019-09-27,17,DERMOT KENNEDY,OUTNUMBERED
2019-09-27,18,POST MALONE FT YOUNG THUG,GOODBYES
2019-09-27,19,DAVE,PROFESSOR X
2019-09-27,20,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-09-27,21,LIL NAS X,PANINI
2019-09-27,22,STORMZY,WILEY FLOW
2019-09-27,23,LIZZO,GOOD AS HELL
2019-09-27,24,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-09-27,25,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-09-27,26,JAX JONES & BEBE REXHA,HARDER
2019-09-27,27,POST MALONE FT SWAE LEE,RESUNFLOWER
2019-09-27,28,D-BLOCK EUROPE FT LIL BABY,OOKIE
2019-09-27,29,ARIANA GRANDE & SOCIAL HOUSE,BOYFRIEND
2019-09-27,30,NORMANI,MOTIVATION
2019-09-27,31,LIZZO,TRUTH HURTS
2019-09-27,32,Y2K & BBNOS,LALALA
2019-09-27,33,LAUV & ANNE-MARIE,F**K I'M LONELY
2019-09-27,34,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE
2019-09-27,35,AITCH FT ZIEZIE,BUSS DOWN
2019-09-27,36,LIL NAS X,OLD TOWN ROAD
2019-09-27,37,TIESTO & MABEL,GOD IS A DANCER
2019-09-27,38,CAMILA CABELLO,LIAR
2019-09-27,39,DAVE FT BURNA BOY,LOCATION
2019-09-27,40,STORMZY,SOUNDS OF THE SKENG
2019-09-27,41,MIST FT FREDO,SO HIGH
2019-09-27,42,TAYLOR SWIFT,LOVER
2019-09-27,43,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-09-27,44,JAY1,4AM IN COVENTRY
2019-09-27,45,SAM FENDER,WILL WE TALK
2019-09-27,46,BILLIE EILISH,BAD GUY
2019-09-27,47,MILEY CYRUS,SLIDE AWAY
2019-09-27,48,SCRIPT,THE LAST TIME
2019-09-27,49,DRAKE,BEHIND BARZ
2019-09-27,50,LIAM GALLAGHER,REONE OF US
2019-10-04,1,TONES & I,DANCE MONKEY
2019-10-04,2,REGARD,RIDE IT
2019-10-04,3,AJ TRACEY,LADBROKE GROVE
2019-10-04,4,AITCH,TASTE (MAKE IT SHAKE)
2019-10-04,5,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-10-04,6,POST MALONE,CIRCLES
2019-10-04,7,JOEL CORRY,SORRY
2019-10-04,8,DOMINIC FIKE,3 NIGHTS
2019-10-04,9,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-10-04,10,LIL TECCA,RANSOM
2019-10-04,11,LEWIS CAPALDI,BRUISES
2019-10-04,12,SAM SMITH,HOW DO YOU SLEEP
2019-10-04,13,ED SHEERAN FT STORMZY,TAKE ME BACK TO LONDON
2019-10-04,14,DERMOT KENNEDY,OUTNUMBERED
2019-10-04,15,JORJA SMITH FT BURNA BOY,BE HONEST
2019-10-04,16,HEADIE ONE,BOTH
2019-10-04,17,SAM FELDT FT RANI,POST MALONE
2019-10-04,18,GRANDE/CYRUS/LANA DEL REY,DON'T CALL ME ANGEL (CHARLIE'S ANGELS)
2019-10-04,19,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-10-04,20,DAVE,PROFESSOR X
2019-10-04,21,D-BLOCK EUROPE FT DAVE,PLAYING FOR KEEPS
2019-10-04,22,LIL NAS X,PANINI
2019-10-04,23,POST MALONE FT YOUNG THUG,GOODBYES
2019-10-04,24,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-10-04,25,AITCH FT ZIEZIE,BUSS DOWN
2019-10-04,26,LIZZO,GOOD AS HELL
2019-10-04,27,NORMANI,MOTIVATION
2019-10-04,28,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-10-04,29,LIZZO,TRUTH HURTS
2019-10-04,30,D-BLOCK EUROPE FT LIL BABY,OOKIE
2019-10-04,31,POST MALONE FT SWAE LEE,SUNFLOWER
2019-10-04,32,JAX JONES & BEBE REXHA,HARDER
2019-10-04,33,TIESTO & MABEL,GOD IS A DANCER
2019-10-04,34,ARIANA GRANDE & SOCIAL HOUSE,BOYFRIEND
2019-10-04,35,CAMILA CABELLO,LIAR
2019-10-04,36,LAUV & ANNE-MARIE,F**K I'M LONELY
2019-10-04,37,RITON & OLIVER HELDENS FT VULA,TURN ME ON
2019-10-04,38,Y2K & BBNOS,LALALA
2019-10-04,39,STORMZY,WILEY FLOW
2019-10-04,40,ED SHEERAN/CABELLO/CARDI B,SOUTH OF THE BORDER
2019-10-04,41,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-10-04,42,LIL NAS X,OLD TOWN ROAD
2019-10-04,43,D-BLOCK EUROPE,OUTSIDE
2019-10-04,44,FRENCH MONTANA/MALONE/CARDI B,WRITING ON THE WALL
2019-10-04,45,STORMZY,SOUNDS OF THE SKENG
2019-10-04,46,BILLIE EILISH,BAD GUY
2019-10-04,47,DAVE FT BURNA BOY,LOCATION
2019-10-04,48,MIST FT FREDO,SO HIGH
2019-10-04,49,HALSEY,GRAVEYARD
2019-10-04,50,MILEY CYRUS,SLIDE AWAY
2019-10-11,1,TONES & I,DANCE MONKEY
2019-10-11,2,TRAVIS SCOTT,HIGHEST IN THE ROOM
2019-10-11,3,REGARD,RIDE IT
2019-10-11,4,AJ TRACEY,LADBROKE GROVE
2019-10-11,5,POST MALONE,CIRCLES
2019-10-11,6,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-10-11,7,JOEL CORRY,SORRY
2019-10-11,8,DERMOT KENNEDY,OUTNUMBERED
2019-10-11,9,DOMINIC FIKE,3 NIGHTS
2019-10-11,10,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-10-11,11,JORJA SMITH FT BURNA BOY,BE HONEST
2019-10-11,12,SAM SMITH,HOW DO YOU SLEEP
2019-10-11,13,SAM FELDT FT RANI,POST MALONE
2019-10-11,14,LIL TECCA,RANSOM
2019-10-11,15,ED SHEERAN FT STORMZY,TAKE ME BACK TO LONDON
2019-10-11,16,LEWIS CAPALDI,BRUISES
2019-10-11,17,HEADIE ONE,BOTH
2019-10-11,18,DAVE,PROFESSOR X
2019-10-11,19,DAN & SHAY FT JUSTIN BIEBER,10000 HOURS
2019-10-11,20,AITCH FT ZIEZIE,BUSS DOWN
2019-10-11,21,GRANDE/CYRUS/LANA DEL REY,DON'T CALL ME ANGEL (CHARLIE'S ANGELS)
2019-10-11,22,LIL NAS X,PANINI
2019-10-11,23,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-10-11,24,ED SHEERAN/CABELLO/CARDI B,SOUTH OF THE BORDER
2019-10-11,25,SUMMER WALKER,PLAYING GAMES
2019-10-11,26,AITCH,TASTE (MAKE IT SHAKE)
2019-10-11,27,CAMILA CABELLO,LIAR
2019-10-11,28,LIZZO,GOOD AS HELL
2019-10-11,29,RITON & OLIVER HELDENS FT VULA,TURN ME ON
2019-10-11,30,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-10-11,31,NORMANI,MOTIVATION
2019-10-11,32,TIESTO & MABEL,GOD IS A DANCER
2019-10-11,33,LIZZO,TRUTH HURTS
2019-10-11,34,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-10-11,35,LAUV & ANNE-MARIE,F**K I'M LONELY
2019-10-11,36,Y2K & BBNOS,LALALA
2019-10-11,37,D-BLOCK EUROPE FT DAVE,PLAYING FOR KEEPS
2019-10-11,38,HALSEY,GRAVEYARD
2019-10-11,39,JAX JONES & BEBE REXHA,HARDER
2019-10-11,40,STORMZY,WILEY FLOW
2019-10-11,41,D-BLOCK EUROPE,REHOME P*SSY
2019-10-11,42,SUMMER WALKER/USHER,COME THRU
2019-10-11,43,POST MALONE/OSBOURNE/SCOTT,RETAKE WHAT YOU WANT
2019-10-11,44,D-BLOCK EUROPE FT LIL BABY,OOKIE
2019-10-11,45,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-10-11,46,LIL NAS X,OLD TOWN ROAD
2019-10-11,47,JUICE WRLD/YOUNGBOY NEVER,BANDIT
2019-10-11,48,MAROON 5,MEMORIES
2019-10-11,49,NSG,TRUST ISSUES
2019-10-11,50,FRENCH MONTANA/MALONE/CARDI B,WRITING ON THE WALL
2019-10-18,1,TONES & I,DANCE MONKEY
2019-10-18,2,REGARD,RIDE IT
2019-10-18,3,HARRY STYLES,LIGHTS UP
2019-10-18,4,POST MALONE,CIRCLES
2019-10-18,5,TRAVIS SCOTT,HIGHEST IN THE ROOM
2019-10-18,6,DERMOT KENNEDY,OUTNUMBERED
2019-10-18,7,ED SHEERAN/CABELLO/CARDI B,SOUTH OF THE BORDER
2019-10-18,8,JORJA SMITH FT BURNA BOY,BE HONEST
2019-10-18,9,LEWIS CAPALDI,BRUISES
2019-10-18,10,SAM FELDT FT RANI,POST MALONE
2019-10-18,11,AITCH FT ZIEZIE,BUSS DOWN
2019-10-18,12,DAVE,PROFESSOR X
2019-10-18,13,HEADIE ONE,BOTH
2019-10-18,14,ED SHEERAN FT STORMZY,TAKE ME BACK TO LONDON
2019-10-18,15,TIESTO & MABEL,GOD IS A DANCER
2019-10-18,16,RITON & OLIVER HELDENS FT VULA,TURN ME ON
2019-10-18,17,WALA/MIST/BANGLEZ/STEFFLON,47
2019-10-18,18,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-10-18,19,MAROON 5,MEMORIES
2019-10-18,20,DAN & SHAY FT JUSTIN BIEBER,10000 HOURS
2019-10-18,21,CAMILA CABELLO,LIAR
2019-10-18,22,LIZZO,GOOD AS HELL
2019-10-18,23,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-10-18,24,GRANDE/CYRUS/LANA DEL REY,DON'T CALL ME ANGEL (CHARLIE'S ANGELS)
2019-10-18,25,JOEL CORRY,SORRY
2019-10-18,26,AJ TRACEY,LADBROKE GROVE
2019-10-18,27,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-10-18,28,NORMANI,MOTIVATION
2019-10-18,29,AITCH,TASTE (MAKE IT SHAKE)
2019-10-18,30,SUMMER WALKER,PLAYING GAMES
2019-10-18,31,LIZZO,TRUTH HURTS
2019-10-18,32,DOMINIC FIKE,3 NIGHTS
2019-10-18,33,MEDUZA/BECKY HILL/GOODBOYS,LOSE CONTROL
2019-10-18,34,LAUV & ANNE-MARIE,F**K I'M LONELY
2019-10-18,35,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-10-18,36,HALSEY,GRAVEYARD
2019-10-18,37,Y2K & BBNOS,LALALA
2019-10-18,38,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-10-18,39,SAM SMITH,HOW DO YOU SLEEP
2019-10-18,40,LIL TECCA,RANSOM
2019-10-18,41,BLACKBEAR,HOT GIRL BUMMER
2019-10-18,42,D-BLOCK EUROPE,REOUTSIDE
2019-10-18,43,STORMZY,WILEY FLOW
2019-10-18,44,POST MALONE/OSBOURNE/SCOTT,TAKE WHAT YOU WANT
2019-10-18,45,POUNDZ,OPP THOT
2019-10-18,46,LIL NAS X,OLD TOWN ROAD
2019-10-18,47,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-10-18,48,SCRIPT,THE LAST TIME
2019-10-18,49,NIALL HORAN,ICE TO MEET YA
2019-10-18,50,D-BLOCK EUROPE,HOME P*SSY
2019-10-25,1,TONES & I,DANCE MONKEY
2019-10-25,2,REGARD,RIDE IT
2019-10-25,3,POST MALONE,CIRCLES
2019-10-25,4,ED SHEERAN/CABELLO/CARDI B,SOUTH OF THE BORDER
2019-10-25,5,TRAVIS SCOTT,HIGHEST IN THE ROOM
2019-10-25,6,LEWIS CAPALDI,BRUISES
2019-10-25,7,DERMOT KENNEDY,OUTNUMBERED
2019-10-25,8,AITCH FT ZIEZIE,BUSS DOWN
2019-10-25,9,JORJA SMITH FT BURNA BOY,BE HONEST
2019-10-25,10,MAROON 5,MEMORIES
2019-10-25,11,HARRY STYLES,LIGHTS UP
2019-10-25,12,RITON & OLIVER HELDENS FT VULA,TURN ME ON
2019-10-25,13,SAM FELDT FT RANI,POST MALONE
2019-10-25,14,DAVE,PROFESSOR X
2019-10-25,15,MEDUZA/BECKY HILL/GOODBOYS,LOSE CONTROL
2019-10-25,16,TIESTO & MABEL,GOD IS A DANCER
2019-10-25,17,DAN & SHAY FT JUSTIN BIEBER,10000 HOURS
2019-10-25,18,LIZZO,GOOD AS HELL
2019-10-25,19,ED SHEERAN FT STORMZY,TAKE ME BACK TO LONDON
2019-10-25,20,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-10-25,21,CAMILA CABELLO,LIAR
2019-10-25,22,JOEL CORRY,SORRY
2019-10-25,23,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-10-25,24,SUMMER WALKER,PLAYING GAMES
2019-10-25,25,AJ TRACEY,LADBROKE GROVE
2019-10-25,26,GRANDE/CYRUS/LANA DEL REY,DON'T CALL ME ANGEL (CHARLIE'S ANGELS)
2019-10-25,27,NORMANI,MOTIVATION
2019-10-25,28,AITCH,TASTE (MAKE IT SHAKE)
2019-10-25,29,HALSEY,GRAVEYARD
2019-10-25,30,BLACKBEAR,HOT GIRL BUMMER
2019-10-25,31,LIZZO,TRUTH HURTS
2019-10-25,32,LAUV & ANNE-MARIE,F**K I'M LONELY
2019-10-25,33,JAX JONES FT ELLA HENDERSON,THIS IS REAL
2019-10-25,34,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-10-25,35,DOMINIC FIKE,3 NIGHTS
2019-10-25,36,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-10-25,37,Y2K & BBNOS,LALALA
2019-10-25,38,WALA/MIST/BANGLEZ/STEFFLON,47
2019-10-25,39,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-10-25,40,SCRIPT,THE LAST TIME
2019-10-25,41,NIALL HORAN,ICE TO MEET YA
2019-10-25,42,JUICE WRLD/YOUNGBOY NEVER,BANDIT
2019-10-25,43,LIL TECCA,RANSOM
2019-10-25,44,SAM SMITH,HOW DO YOU SLEEP
2019-10-25,45,KATY PERRY,HARLEYS IN HAWAII
2019-10-25,46,NSG,TRUST ISSUES
2019-10-25,47,HEADIE ONE,BOTH
2019-10-25,48,POUNDZ,OPP THOT
2019-10-25,49,POST MALONE/OSBOURNE/SCOTT,TAKE WHAT YOU WANT
2019-10-25,50,SUMMER WALKER/USHER,COME THRU
2019-11-01,1,TONES & I,DANCE MONKEY
2019-11-01,2,REGARD,RIDE IT
2019-11-01,3,SELENA GOMEZ,LOSE YOU TO LOVE ME
2019-11-01,4,POST MALONE,CIRCLES
2019-11-01,5,ED SHEERAN/CABELLO/CARDI B,SOUTH OF THE BORDER
2019-11-01,6,KANYE WEST,FOLLOW GOD
2019-11-01,7,LIZZO,GOOD AS HELL
2019-11-01,8,MAROON 5,MEMORIES
